20/3/19,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
19/3/19,-40.18,RMS ETOLL PH 131865      PARRAMATTA
19/3/19,-11.5,MAD MEX FRESH MEXICQPS   SYDNEY
18/3/19,-80,TRANSPORT FOR NSW        CHIPPENDALE
18/3/19,-108.73,BUNNINGS 339000          CASTLE HILL
18/3/19,-3.62,BUNNINGS 339000    QPS   CASTLE HILL
17/3/19,-189.8,VICTORIAS BASEMENT       AUBURN      NSW
17/3/19,-100,COLES EXPRESS 1589       WEST RYDE   AUS
17/3/19,-2.28,BUNNINGS 339000    QPS   CASTLE HILL
17/3/19,-36.76,ALDI STORES - NORTH KE   KELLYVILLE
14/3/19,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
14/3/19,-15.5,TOMTIN PTY LTD           SYDNEY
13/3/19,-8,SUBWAY MARKET STREET     SYDNEY      NSW
13/3/19,-2510,DOMAYNE BEDDING NORT     NORTH RYDE  NSW
12/3/19,-9.5,TOMTIN PTY LTD           SYDNEY
11/3/19,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
10/3/19,-25,KASART HAIR              LINDFIELD   NSW
9/3/19,-2359,HARVEY NORMAN FURNIT     CASTLE HILL NSW
9/3/19,-3569,HARVEY NORMAN AV/IT      CASTLE HILL NSW
9/3/19,-186,HARVEY NORMAN AV/IT      CASTLE HILL NSW
9/3/19,-361,HARVEY NORMAN AV/IT      CASTLE HILL NSW
9/3/19,-880,BEDS N DREAMS            CASTLE HILL
8/3/19,-6,BUTTER SALT PEPPER       SYDNEY      NSW
7/3/19,-6,BUTTER SALT PEPPER       SYDNEY      NSW
7/3/19,-11.5,MAD MEX FRESH MEXICQPS   SYDNEY
6/3/19,1997.83,"PAYMENT RECEIVED, THANK YOU"
5/3/19,-6,BUTTER SALT PEPPER       SYDNEY      NSW
4/3/19,-12,X-OPORTO SYDNEY CENQPS   SYDNEY
27/2/19,-6,BUTTER SALT PEPPER       SYDNEY      NSW
27/2/19,-9.9,MAD MEX FRESH MEXICQPS   SYDNEY
25/2/19,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
25/2/19,-80,TFNSW RAIL               CHATSWOOD
23/2/19,-63,NIGHT STARS PTY LTD      RYDE        NSW
22/2/19,-6,BUTTER SALT PEPPER       SYDNEY      NSW
21/2/19,-9.95,SINDBAD KEBAB            SYDNEY      NSW
20/2/19,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
20/2/19,-9.5,TOMTIN PTY LTD           SYDNEY
19/2/19,-23,SOUL ORIGIN              BROADWAY    NSW
19/2/19,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
18/2/19,-11.5,SUBWAY MARKET STREET     SYDNEY      NSW
18/2/19,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
15/2/19,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
15/2/19,-60.3,PAYPAL *TEL 0464993020   4029357733  AUS
15/2/19,-52,BAVRA SERVICES PTY LTD   SYDNEY
14/2/19,-80.5,MARSFIELD MEDITERRAN     MARSFIELD   NSW
14/2/19,-50,TRANSPORT FOR NSW        CHIPPENDALE
10/2/19,-58.12,WOOLWORTHS PETROL 1540   CHULLORA
8/2/19,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
8/2/19,-12,X-OPORTO SYDNEY CENQPS   SYDNEY
7/2/19,-14.9,LISKENS PTY LTD          SYDNEY      NSW
6/2/19,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
6/2/19,-15.2,GUZMAN Y GOMEZ CENTR     SYDNEY
5/2/19,-80,TRANSPORT FOR NSW        CHIPPENDALE
4/2/19,-140.71,PAYPAL *AGLENERGYLI      4029357733  AUS
4/2/19,-4,BUTTER SALT PEPPER       SYDNEY      NSW
4/2/19,-4.4,TRANSPORT FOR NSW        CHIPPENDALE
4/2/19,-6.2,TRANSPORT FOR NSW        CHIPPENDALE
1/2/19,-10,BUTTER SALT PEPPER       SYDNEY      NSW
1/2/19,-10,TOMTIN PTY LTD           SYDNEY
1/2/19,-44.95,WW TOWN HALL  W1248      SYDNEY
31/1/19,-13.7,SUBWAY MARKET STREET     SYDNEY      NSW
31/1/19,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
31/1/19,369.73,"PAYMENT RECEIVED, THANK YOU"
30/1/19,-12,NANDOS 200029            SYDNEY      NSW
30/1/19,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
29/1/19,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
29/1/19,-9,TOMTIN PTY LTD           SYDNEY
26/1/19,-84.82,ZAMZAM MARKET            AUBURN      NSW
26/1/19,-24.25,Macquarie Centre Meat    North Ryde  NSW
26/1/19,-11.4,WOOLWORTHS W1129         NORTH RYDE
26/1/19,-27,A&T MAL PTY LTD          NORTH RYDE
25/1/19,-9,LANTERN XPRESS           SYDNEY      NSW
25/1/19,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
24/1/19,-22.46,CR MACQUARIE             NORTH RYDE  NSW
24/1/19,-9.5,TOMTIN PTY LTD           SYDNEY
24/1/19,-104.75,WW TOWN HALL  W1248      SYDNEY
23/1/19,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
23/1/19,-80,TRANSPORT FOR NSW        CHIPPENDALE
23/1/19,-13.5,MAD MEX FRESH MEXICQPS   SYDNEY
21/1/19,-10.5,LIME ESPRESSO SANDWI     SYDNEY      NSW
21/1/19,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
20/1/19,-21,A CUP OF LIFE CAFE       NORTH RYDE
19/1/19,-55.85,TK MAXX CASTLE HILL      CASTLE HILL
19/1/19,-27,ASHBA ONE PTY LTD        DURAL       NSW
19/1/19,-750,HARVEY NORMAN AV/IT      CASTLE HILL NSW
19/1/19,-10,KIN BY US                MACQUARIE PANSW
19/1/19,-29.88,CR MACQUARIE             NORTH RYDE  NSW
17/1/19,-8.95,NANDOS 200029            SYDNEY      NSW
17/1/19,-4,BUTTER SALT PEPPER       SYDNEY      NSW
15/1/19,-40.78,WOOLWORTHS W1129         NORTH RYDE
14/1/19,-4.99,TYPO                     SYDNEY      NSW
14/1/19,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
14/1/19,-11.5,MAD MEX FRESH MEXICQPS   SYDNEY
13/1/19,-11,SHIRAZ ICE CREAM PTY L   MERRYLANDS  AUS
13/1/19,-30,IMAN ZADEH SARABI BA     MERRYLANDS  NSW
13/1/19,-77.02,BP MAYS HILL 2220        MAYS HILL   NSW
13/1/19,-14.5,NASSER HAMZE       QPS   MERRYLANDS
11/1/19,-10.5,LIME ESPRESSO SANDWI     SYDNEY      NSW
11/1/19,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
10/1/19,-9,LANTERN XPRESS           SYDNEY      NSW
10/1/19,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
9/1/19,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
9/1/19,-9.9,Pontoon Bar              Sydney      NSW
9/1/19,-80,TFNSW RAIL               ST LEONARDS
8/1/19,-11.25,SUBWAY MARKET STREET     SYDNEY      NSW
8/1/19,-31,IMAN ZADEH SARABI BA     MERRYLANDS  NSW
8/1/19,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
7/1/19,-34.85,OEHNPTHEBASIN            SYDNEY
7/1/19,-9.5,TOMTIN PTY LTD           SYDNEY
6/1/19,-70.5,ZINA ENTERPRISES PTY L   CHURCH POINT
6/1/19,-15,NORTHERN BEACHES COUNC   DEE WHY
4/1/19,-30.9,PERFECT PTN NTHSYD       NORTH SYDNEYNSW
4/1/19,-74.95,PERFECT PTN NTHSYD       NORTH SYDNEYNSW
4/1/19,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
4/1/19,-7.64,ROMEOS FOODHALL          ST LEONARDS
3/1/19,-9.95,SINDBAD KEBAB            SYDNEY      NSW
3/1/19,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
3/1/19,-38.76,WW TOWN HALL  W1248      SYDNEY
3/1/19,3027.92,"PAYMENT RECEIVED, THANK YOU"
2/1/19,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
2/1/19,-13.5,KUBE INVESTMENTS PTQPS   NORTH RYDE
1/1/19,-30,SWANES NURSERIES         DURAL       NSW
31/12/18,-126,THE NORTH SPOON          MCMAHONS POI
30/12/18,-57.8,LAWRENCE DRY CLEANERS    WATERLOO    NSW
30/12/18,-21.85,MCDONALDS NORTH RYDE     NORTH RYDE
30/12/18,-10,WOOLWORTHS W1129         NORTH RYDE
30/12/18,-41.48,EDEN GARDENS & GARDE     MACQUARIE PA
29/12/18,-20.31,A CUP OF LIFE CAFE       NORTH RYDE
28/12/18,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
27/12/18,-4.2,INTNL TRANSACTION FEE
27/12/18,-140.06,HERTZ ITALIANA SPA       ROMA        ITA ##1218          86.00 EURO NATL CURR UNI
27/12/18,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
25/12/18,-72.62,COLES EXPRESS 1544       DRUMMOYNE   AUS
25/12/18,-35,JAUNCEY GROWTH PTY LIM   COOGEE
24/12/18,-114,MYER  MACQUARIE          NORTH RYDE  NSW
24/12/18,3027.92,"PAYMENT RECEIVED, THANK YOU"
24/12/18,-13.5,KUBE INVESTMENTS PTQPS   NORTH RYDE
23/12/18,-37.14,WOOLWORTHS W1129         NORTH RYDE
22/12/18,-54.61,COLES 5791               MACQUARIE PKAUS
21/12/18,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
20/12/18,-40.18,RMS ETOLL PH 131865      PARRAMATTA
20/12/18,-9.5,MBGP P/L                 SYDNEY      NSW
20/12/18,-100,WOOLWORTHS W1129         NORTH RYDE
20/12/18,-5.5,DAVID JONES LIMITED      MACQUARIE PA
19/12/18,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
19/12/18,-9,TOMTIN PTY LTD           SYDNEY
18/12/18,-6,MACQUARIE UNIVERSITY     NORTH RYDE  AUS
18/12/18,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
18/12/18,-300,MACQUARIE MEDICAL IM     MACQUARIE PA
17/12/18,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
16/12/18,-222.45,PAYPAL *AGLENERGYLI      4029357733  AUS
16/12/18,-24.82,WOOLWORTHS W1129         NORTH RYDE
16/12/18,-58.8,BONDI PIZZA BAR & GR     NORTH RYDE
15/12/18,-184.81,SERVICE NSW              SYDNEY
15/12/18,-475,TEETH PLUS CLINIC PTY    ANNANDALE   NSW
15/12/18,-15.05,DISTRICT 1 HCMC          MACQUARIE PA
14/12/18,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
13/12/18,-6.5,LANTERN XPRESS           SYDNEY      NSW
13/12/18,-96.5,HERTZ AUSTRALIA PTY L    MELBOURNE
13/12/18,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
13/12/18,-13.9,Alex Lee Kitchen         Chippendale NSW
13/12/18,-80,TFNSW RAIL               CHATSWOOD
12/12/18,-79.01,7 ELEVEN 3045            ASCOT       WA
11/12/18,-90,TELSTRA PAYBYPHONE       MELBOURNE   VIC
11/12/18,-142,Salt Dish                GERALDTON   WA
11/12/18,-16,TS HAY PTY LTD           GREGORY     WA
10/12/18,-52.86,DUNNINGS DONGARA         DONGARA     WA
9/12/18,-69.95,DOME EASTEND             PERTH
9/12/18,-194.5,MURRAY STREET GRILL      Jurien Bay  WA
9/12/18,-13,DBCA YANCHEP             WANNEROO
8/12/18,-25.05,VELOCE EXPRESSO PL       MASCOT      NSW
7/12/18,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
7/12/18,-12,LUNA PARK SYDNEY PTQPS   MILSONS POIN
7/12/18,-9.5,TOMTIN PTY LTD           SYDNEY
6/12/18,-40.18,RMS ETOLL PH 131865      PARRAMATTA
6/12/18,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
6/12/18,-2.49,ROMEOS FOODHALL          ST LEONARDS
5/12/18,-47,PASARGAD RESTAURANT      NORTH WILLOUNSW
5/12/18,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
4/12/18,-100,KASART HAIR              LINDFIELD   NSW
4/12/18,-8.5,BUTTER SALT PEPPER       SYDNEY      NSW
4/12/18,-21,Pontoon Bar              Sydney      NSW
3/12/18,6650.11,"PAYMENT RECEIVED, THANK YOU"
2/12/18,-5.3,INTNL TRANSACTION FEE
2/12/18,-176.76,RENTALCARS.COM           441618366700GBR ## GBR MERCHANT
2/12/18,-1190.4,SKIDDOO                  SYDNEY      AUS
1/12/18,-165,TS HAY PTY LTD           GREGORY     WA
30/11/18,-8,SUBWAY MARKET STREET     SYDNEY      NSW
30/11/18,-4.5,BUTTER SALT PEPPER       SYDNEY      NSW
29/11/18,-10,BUTTER SALT PEPPER       SYDNEY      NSW
26/11/18,-4.7,SQ *KAHII                Pyrmont     NSW
26/11/18,-13.5,MAD MEX FRESH MEXICQPS   SYDNEY
25/11/18,-6,HORNSBY SH CNCL FAGAN    GALSTON
25/11/18,-76.97,LAWRENCE DRY CLEANERS    WATERLOO    NSW
24/11/18,-10,KIN BY US                MACQUARIE PANSW
24/11/18,-83.55,CALTEX KELLYVILLE        KELLYVILLE
23/11/18,-4,BUTTER SALT PEPPER       SYDNEY      NSW
23/11/18,-120,TFNSW RAIL               ST LEONARDS
23/11/18,-9.5,TOMTIN PTY LTD           SYDNEY
22/11/18,-7,SQ *KAHII                Pyrmont     NSW
21/11/18,-40.18,RMS ETOLL PH 131865      PARRAMATTA
21/11/18,-9,TOMTIN PTY LTD           SYDNEY
20/11/18,-9.5,ALANA ALANA CAFE PL      SYDNEY      NSW
19/11/18,-4.1,SQ *KAHII                Pyrmont     NSW
19/11/18,-9.95,SINDBAD KEBAB            SYDNEY      NSW
17/11/18,-240,TEETH PLUS CLINIC PTY    ANNANDALE   NSW
16/11/18,-8,SUBWAY MARKET STREET     SYDNEY      NSW
16/11/18,-8.7,SQ *KAHII                Pyrmont     NSW
16/11/18,-40.18,RMS ETOLL PH 131865      PARRAMATTA
15/11/18,-3.9,MBGP P/L                 SYDNEY      NSW
14/11/18,-5,COSY CAFE                SYDNEY
13/11/18,-9,LANTERN XPRESS           SYDNEY      NSW
13/11/18,-86.3,GRILLD PTY LTD - MAC     NORTH RYDE
13/11/18,-4,COSY CAFE                SYDNEY
12/11/18,-3.9,MBGP P/L                 SYDNEY      NSW
11/11/18,-24,MCDONALDS NORTH RYDE     NORTH RYDE
11/11/18,-40.18,RMS ETOLL PH 131865      PARRAMATTA
11/11/18,-85,BP LANE COVE 2212        LANE COVE   NSW
10/11/18,-40.18,RMS ETOLL PH 131865      PARRAMATTA
9/11/18,-33.04,COLES 5791               MACQUARIE PKAUS
8/11/18,-29.95,CR MACQUARIE             NORTH RYDE  NSW
8/11/18,-49.4,MOTTO MOTTO MACQUARIE    NORTH RYDE
8/11/18,-50,KATHMANDU PTY LIMITE     NORTH RYDE
7/11/18,1483.53,"PAYMENT RECEIVED, THANK YOU"
5/11/18,-4.3,CAFE AT THE SQUARE       HAYMARKET
2/11/18,-3.8,CAFE AT THE SQUARE       HAYMARKET
1/11/18,-29.99,PLINE PH CHATSWOOD IN    CHATSWOOD
1/11/18,-5.06,FF Darling Harbour       Sydney      NSW
1/11/18,-100,TFNSW RAIL               SYDNEY
1/11/18,-3.3,CAFE AT THE SQUARE       HAYMARKET
29/10/18,-4.3,CAFE AT THE SQUARE       HAYMARKET
27/10/18,-18.98,IKEA RHODES              RHODES      NSW
27/10/18,-240,NICK SCALI FURNITU       CASTLE HILL NSW
27/10/18,-220,BEDS N DREAMS            CASTLE HILL
26/10/18,-8.8,CBP CAFE           QPS   SYDNEY
26/10/18,-13.5,MAD MEX FRESH MEXICQPS   SYDNEY
25/10/18,-5.06,FF Darling Harbour       Sydney      NSW
25/10/18,-8.3,CBP CAFE           QPS   SYDNEY
24/10/18,-12,OPORTO - CHATSWOOD       CHATSWOOD
24/10/18,-4.3,CBP CAFE           QPS   SYDNEY
23/10/18,-62.46,OFFICEWORKS 0220         NORTH RYDE  AUS
22/10/18,-44,MAURICE DRY CLEANE       SYDNEY      NSW
22/10/18,-19.33,UMI SUSHI & UDON   QPS   SYDNEY
22/10/18,-4.3,CBP CAFE           QPS   SYDNEY
21/10/18,-52.21,MEDEARTH                 EVELEIGH    NSW
21/10/18,-50,FONE FIELD               NORTH RYDE  NSW
21/10/18,-69.74,WOOLWORTHS 1561          KELLYVILLE
20/10/18,-900,DOMAYNE BEDDING NORT     NORTH RYDE  NSW
20/10/18,-107.99,KATHMANDU PTY LIMITE     NORTH RYDE
19/10/18,-9.7,SUBWAY TOWNHALL          SYDNEY      NSW
19/10/18,-57.08,WOOLWORTHS W1129         NORTH RYDE
17/10/18,-600,AMEX HARVEY NORMAN FURNITURE CCASTLE HILL 015
17/10/18,-100,AMEX HARVEY NORMAN AV IT CASTLCASTLE HILL 015
17/10/18,-800,AMEX HARVEY NORMAN AV IT CASTLCASTLE HILL 015
17/10/18,-118.01,COLES EXPRESS 1692       MARSFIELD   AUS
16/10/18,-8.8,CAFE AT THE SQUARE       HAYMARKET
15/10/18,-4.3,CBP CAFE           QPS   SYDNEY
13/10/18,-50,HILLS HALAL BUTCHERY     BAULKHAM HILNSW
13/10/18,-66.3,HILLS HALAL BUTCHERY     BAULKHAM HILNSW
13/10/18,-15,FABANI PTY LTD           NORTH RYDE  NSW
13/10/18,-4.7,WOOLWORTHS W1129         NORTH RYDE
12/10/18,-2603.15,JB HI FI - SYDNEY CI     SYDNEY      NSW
12/10/18,-13.8,Hotto Motto Galeries     Sydney      NSW
12/10/18,-45.16,WOOLWORTHS W1129         NORTH RYDE
12/10/18,-4.3,CAFE AT THE SQUARE       HAYMARKET
11/10/18,-13.5,OPORTO - CHATSWOOD       CHATSWOOD
10/10/18,-3.8,CBP CAFE           QPS   SYDNEY
8/10/18,-29,IKEA RHODES              RHODES      NSW
8/10/18,-15.7,GUZMAN Y GOMEZ ICC DAR   PYRMONT
5/10/18,-55.68,AMEX WOOLWORTHS 1129 MACQUARIENORTH RYDE  015
4/10/18,-5.5,Soul Origin - The Gal    Sydney      NSW
3/10/18,-13.23,UMI SUSHI & UDON   QPS   SYDNEY
1/10/18,-8,OEH NSW                  SYDNEY SOUTH
30/9/18,-6,COLES 5791               MACQUARIE PKAUS
30/9/18,-69.99,SOLANNA PTY LTD          NORTH RYDE
30/9/18,-26.95,WOOLWORTHS W1129         NORTH RYDE
29/9/18,-330,KARGAR & ASSOC           PARRAMATTA  NSW
29/9/18,-100,MICAR CARE PTY LTD       NORTH PARRAMNSW
29/9/18,-93.5,BUDGET PETROL CHIPPEND   CHIPPENDALE
27/9/18,-20.99,BASEMENT BOOKS           HAYMARKET   NSW
27/9/18,-5,SUSHI I                  Surry Hills NSW
27/9/18,3046.7,"PAYMENT RECEIVED, THANK YOU"
27/9/18,-5,DEPOSITS AND TRANSACTI   SYDNEY
26/9/18,-7,SQ *MARRICKVILLE PORK    Ultimo      NSW
25/9/18,-4.3,CAFE AT THE SQUARE       HAYMARKET
24/9/18,-14.2,GUZMAN Y GOMEZ ICC DAR   PYRMONT
23/9/18,-31,IMAN ZADEH SARABI BA     MERRYLANDS  NSW
23/9/18,-25.9,IKEA RHODES              RHODES      NSW
23/9/18,-47.97,AMEX MYER MACQUARIE           NORTH RYDE  015
23/9/18,-8.39,PETSTOCK MACQUARIE C     NORTH RYDE
22/9/18,-36.58,AMEX COLES MACQUARIE 5791     MACQUARIE PA015
22/9/18,-25,WOOLWORTHS W1129         NORTH RYDE
21/9/18,-9.9,DJ & SJ HOLDINGS PTY L   HAYMARKET
20/9/18,-12.6,Sushi Hub Town Hall      Sydney      NSW
20/9/18,-11,MUMBAI EXPRESS CENTR     SYDNEY      NSW
19/9/18,-8.55,CAFE AT THE SQUARE       HAYMARKET
19/9/18,-13.5,MAD MEX FRESH MEXICQPS   SYDNEY
18/9/18,-11.5,YHH INVESTMENTS PTY      NORTH RYDE  NSW
17/9/18,-8.5,SUBWAY SYDNEY CENTRAL    SYDNEY      NSW
17/9/18,-30,KASART HAIR              LINDFIELD   NSW
17/9/18,-3.8,PHOENIX CAFE 3           SYDNEY
16/9/18,-54.6,PAPPARICH CASTLE TWRS    CASTLE HILL
15/9/18,-13,FRANKYS CAFE PTY LTD     GLENHAVEN   NSW
15/9/18,-67,HWANG GA BBQ             STRATHFIELD NSW
14/9/18,-29.5,Ricefields               Haymarket   NSW
14/9/18,-80,TRANSPORT FOR NSW        CHIPPENDALE
14/9/18,-80,TRANSPORT FOR NSW        CHIPPENDALE
14/9/18,-8.8,CAFE AT THE SQUARE       HAYMARKET
13/9/18,-9.9,MACQUARIE CNTR MEATP     NORTH RYDE  NSW
13/9/18,-12,MUMBAI EXPRESS CENTR     SYDNEY      NSW
12/9/18,-12.9,VMLAKSHMI PTY LTD        SYDNEY      NSW
12/9/18,-28.76,INTEREST CHARGES
12/9/18,-3.8,CAFE AT THE SQUARE       HAYMARKET
10/9/18,-15,SESONI PTY. LTD.         SYDNEY
8/9/18,-63.15,COLES 5791               MACQUARIE PKAUS
8/9/18,-37.26,SOLANNA PTY LTD          NORTH RYDE
7/9/18,-366.61,SERVICE NSW              SYDNEY
7/9/18,-6,HJ RYDE MACQUARIE        RYDE
7/9/18,-41,KAKINGA HOLDINGS PTY L   NORTH RYDE
7/9/18,-13.5,KUBE INVESTMENTS PTQPS   NORTH RYDE
6/9/18,-148.68,AGL SALES PTY LTD        SYDNEY
6/9/18,-15.9,PAKWAAN PTY LTD          PYRMONT
5/9/18,-11.5,X-OPORTO SYDNEY CENQPS   SYDNEY
4/9/18,-2,ACCUMULATE LOYALTY       MELBOURNE   AUS
3/9/18,4576.85,"PAYMENT RECEIVED, THANK YOU"
3/9/18,-13.5,MAD MEX FRESH MEXICQPS   SYDNEY
2/9/18,-24.5,MACQUARIE MEDICAL CE     NORTH RYDE  NSW
2/9/18,-116.48,AMEX COLES MACQUARIE 5791     MACQUARIE PA015
1/9/18,-99.98,AMEX EDEN GARDENS & GARDEN CENMACQUARIE PA015
